"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0034719","M30",37,37,4,5.43154019162593e-08,0.000959698836458385,4,0.108108108108108,0.25,16,"GO:0034719","CC","SMN-Sm protein complex","A protein complex formed by the association of several methylated Sm proteins with the SMN complex; the latter contains the survival motor neuron (SMN) protein and at least eight additional integral components, including the Gemin2-8 and unrip proteins; additional proteins, including galectin-1 and galectin-3, are also found in the SMN-SM complex. The SMN-Sm complex is involved in spliceosomal snRNP assembly in the cytoplasm."
"GO:0005685","M30",37,37,5,1.43584013418997e-07,0.00253698593310025,4,0.108108108108108,0.2,20,"GO:0005685","CC","U1 snRNP","A ribonucleoprotein complex that contains small nuclear RNA U1."
"GO:0005689","M30",37,37,6,4.3842465351639e-07,0.00774652520298109,4,0.108108108108108,0.153846153846154,26,"GO:0005689","CC","U12-type spliceosomal complex","Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron; the series of U12-type spliceosomal complexes is involved in the splicing of the majority of introns that contain atypical AT-AC terminal dinucleotides, as well as other non-canonical introns. The entire splice site signal, not just the terminal dinucleotides, is involved in determining which spliceosome utilizes the site."
"GO:0005683","M30",37,37,7,4.70544884958012e-07,0.00831405757232312,3,0.0810810810810811,0.428571428571429,7,"GO:0005683","CC","U7 snRNP","A ribonucleoprotein complex that contains the U7 snRNA and is required for the 3'-end processing of replication-dependent histone pre-mRNAs."
"GO:0071007","M30",37,37,8,5.98354122922213e-07,0.0105723189979126,4,0.108108108108108,0.142857142857143,28,"GO:0071007","CC","U2-type catalytic step 2 spliceosome","A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs."
"GO:00056343","M30",37,37,9,9.06546821146447e-07,0.0160177757828366,30,0.810810810810811,0.00479846449136276,6252,"GO:0005634","CC","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"GO:0006259","M30",37,37,10,1.05193971594359e-06,0.0185867228410073,12,0.324324324324324,0.0130861504907306,917,"GO:0006259","BP","DNA metabolic process","Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."
"GO:0030970","M12",27,26,1,1.37353102308605e-07,0.00242689196469075,4,0.153846153846154,0.142857142857143,28,"GO:0030970","BP","retrograde protein transport, ER to cytosol","The directed movement of unfolded or misfolded proteins from the endoplasmic reticulum to the cytosol through the translocon."
"GO:00349761","M12",27,26,2,2.40024281016278e-07,0.00424098902127661,7,0.269230769230769,0.0263157894736842,266,"GO:0034976","BP","response to endoplasmic reticulum stress","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."
"GO:0032527","M12",27,26,3,6.04552190821649e-07,0.0106818326596277,4,0.153846153846154,0.1,40,"GO:0032527","BP","protein exit from endoplasmic reticulum","The directed movement of proteins from the endoplasmic reticulum."
"GO:1903573","M12",27,26,4,7.38700416073981e-07,0.0130520976516112,4,0.153846153846154,0.0952380952380952,42,"GO:1903573","BP","negative regulation of response to endoplasmic reticulum stress","Any process that stops, prevents or reduces the frequency, rate or extent of a response to endoplasmic reticulum stress."
"GO:00057831","M12",27,26,5,5.20098475774779e-06,0.0918961996846456,12,0.461538461538462,0.00739371534195933,1623,"GO:0005783","CC","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"GO:1904292","M12",27,26,6,1.28895081505916e-05,0.227744719512803,3,0.115384615384615,0.111111111111111,27,"GO:1904292","BP","regulation of ERAD pathway","Any process that modulates the frequency, rate or extent of ERAD pathway."
"GO:0005789","M12",27,26,7,1.64866579769593e-05,0.291302759794894,9,0.346153846153846,0.0095440084835631,943,"GO:0005789","CC","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum."
"GO:0036503","M12",27,26,8,1.81561107336544e-05,0.32080032055294,4,0.153846153846154,0.043010752688172,93,"GO:0036503","BP","ERAD pathway","The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."
"GO:0042175","M12",27,26,9,1.88707010389181e-05,0.333426416656644,9,0.346153846153846,0.00938477580813347,959,"GO:0042175","CC","nuclear outer membrane-endoplasmic reticulum membrane network","The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."
"GO:0050864","M12",27,26,10,2.51533865146098e-05,0.444435186326641,4,0.153846153846154,0.0396039603960396,101,"GO:0050864","BP","regulation of B cell activation","Any process that modulates the frequency, rate or extent of B cell activation."
"GO:0019068","M21",32,31,1,9.14709363277904e-07,0.0161619997397573,4,0.129032258064516,0.108108108108108,37,"GO:0019068","BP","virion assembly","A late phase of the viral life cycle during which all the components necessary for the formation of a mature virion collect at a particular site in the cell and the basic structure of the virus particle is formed."
"GO:0000815","M21",32,31,2,1.70122379086643e-06,0.030058923160819,3,0.0967741935483871,0.25,12,"GO:0000815","CC","ESCRT III complex","An endosomal sorting complex required for transport. Consists of two soluble subcomplexes of highly charged coiled-coil proteins and is required for sorting and/or concentration of multivesicular body (MVB) cargoes."
"GO:1902188","M21",32,31,3,3.50378680447361e-06,0.0619084090482443,3,0.0967741935483871,0.2,15,"GO:1902188","BP","positive regulation of viral release from host cell","Any process that activates or increases the frequency, rate or extent of viral release from host cell."
"GO:0000920","M21",32,31,4,5.2218811592104e-06,0.0922654182020885,3,0.0967741935483871,0.176470588235294,17,"GO:0000920","BP","cell separation after cytokinesis","The process of physically separating progeny cells after cytokinesis; this may involve enzymatic digestion of septum or cell wall components."
"GO:0039702","M21",32,31,5,1.01567227226593e-05,0.179459133786667,3,0.0967741935483871,0.142857142857143,21,"GO:0039702","BP","viral budding via host ESCRT complex","Viral budding which uses a host ESCRT protein complex, or complexes, to mediate the budding process."
"GO:0046755","M21",32,31,6,1.53921977829162e-05,0.271964742626346,3,0.0967741935483871,0.125,24,"GO:0046755","BP","viral budding","A viral process by which enveloped viruses acquire a host-derived membrane enriched in viral proteins to form their external envelope. The process starts when nucleocapsids, assembled or in the process of being built, induce formation of a membrane curvature in the host plasma or organelle membrane and wrap up in the forming bud. The process ends when the bud is eventually pinched off by membrane scission to release the enveloped particle into the lumenal or extracellular space."
"GO:0036258","M21",32,31,7,3.06191529025267e-05,0.541009812634744,3,0.0967741935483871,0.1,30,"GO:0036258","BP","multivesicular body assembly","The aggregation, arrangement and bonding together of a set of components to form a multivesicular body, a type of late endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."
"GO:0036257","M21",32,31,8,3.38526826026826e-05,0.598143048906799,3,0.0967741935483871,0.0967741935483871,31,"GO:0036257","BP","multivesicular body organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a multivesicular body. A multivesicular body is a type of late endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."
"GO:1902186","M21",32,31,9,3.38526826026826e-05,0.598143048906799,3,0.0967741935483871,0.0967741935483871,31,"GO:1902186","BP","regulation of viral release from host cell","Any process that modulates the frequency, rate or extent of viral release from host cell."
"GO:0019076","M21",32,31,10,4.90183078491461e-05,0.866104481386563,3,0.0967741935483871,0.0857142857142857,35,"GO:0019076","BP","viral release from host cell","The dissemination of mature viral particles from the host cell, e.g. by cell lysis or the budding of virus particles from the cell membrane."
"GO:0048172","M15",18,18,1,8.7922385894689e-05,1,2,0.111111111111111,0.166666666666667,12,"GO:0048172","BP","regulation of short-term neuronal synaptic plasticity","A process that modulates short-term neuronal synaptic plasticity, the ability of neuronal synapses to change in the short-term as circumstances require. Short-term neuronal synaptic plasticity generally involves increasing or decreasing synaptic sensitivity."
"GO:0010824","M15",18,18,2,0.000871694864985369,1,2,0.111111111111111,0.0540540540540541,37,"GO:0010824","BP","regulation of centrosome duplication","Any process that modulates the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."
"GO:0048168","M15",18,18,3,0.00117689975168777,1,2,0.111111111111111,0.0465116279069767,43,"GO:0048168","BP","regulation of neuronal synaptic plasticity","A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."
"GO:0097310","M15",18,18,4,0.00119181619545816,1,1,0.0555555555555556,1,1,"GO:0097310","BP","cap2 mRNA methylation","Methylation of the ribose of the first and second nucleotides of a 5'-capped mRNA."
"GO:0098924","M15",18,18,5,0.00119181619545816,1,1,0.0555555555555556,1,1,"GO:0098924","BP","retrograde trans-synaptic signaling by nitric oxide","Cell-cell signaling from postsynapse to presynapse, across the synaptic cleft, mediated by nitric oxide."
"GO:0140196","M15",18,18,6,0.00119181619545816,1,1,0.0555555555555556,1,1,"GO:0140196","BP","positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","Any process that activates or increases the frequency, rate or extent of an adenylate cyclase-activating adrenergic receptor signaling pathway involved in some heart process."
"GO:0031723","M15",18,18,7,0.00119181619545816,1,1,0.0555555555555556,1,1,"GO:0031723","MF","CXCR4 chemokine receptor binding","Interacting selectively and non-covalently with a CXCR4 chemokine receptor."
"GO:0051966","M15",18,18,8,0.00152623337183959,1,2,0.111111111111111,0.0408163265306122,49,"GO:0051966","BP","regulation of synaptic transmission, glutamatergic","Any process that modulates the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate."
"GO:0014069","M15",18,18,9,0.00154360177240614,1,3,0.166666666666667,0.0152284263959391,197,"GO:0014069","CC","postsynaptic density","An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."
"GO:0099572","M15",18,18,10,0.00156618137408934,1,3,0.166666666666667,0.0151515151515152,198,"GO:0099572","CC","postsynaptic specialization","A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."
"GO:00069521","M7",118,117,1,5.27147313962176e-48,9.31416589039769e-44,73,0.623931623931624,0.0554711246200608,1316,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:0045087","M7",118,117,2,3.38238833563781e-44,5.97634195023844e-40,58,0.495726495726496,0.0767195767195767,756,"GO:0045087","BP","innate immune response","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:00069552","M7",118,117,3,1.81362052863101e-43,3.20448611203814e-39,76,0.64957264957265,0.044392523364486,1712,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:00023762","M7",118,117,4,3.98250978086119e-35,7.03669653180364e-31,79,0.675213675213675,0.0319063004846527,2476,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0019221","M7",118,117,5,1.29373666635765e-33,2.28590331578733e-29,48,0.41025641025641,0.0690647482014388,695,"GO:0019221","BP","cytokine-mediated signaling pathway","A series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"GO:00340971","M7",118,117,6,6.25513728674971e-31,1.10522020719581e-26,53,0.452991452991453,0.0511583011583012,1036,"GO:0034097","BP","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:0006950","M7",118,117,7,2.03686117902517e-30,3.59893001721958e-26,84,0.717948717948718,0.0251271313191744,3343,"GO:0006950","BP","response to stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
"GO:0060337","M7",118,117,8,5.93867037503651e-30,1.0493036685652e-25,22,0.188034188034188,0.305555555555556,72,"GO:0060337","BP","type I interferon signaling pathway","A series of molecular signals initiated by the binding of a type I interferon to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:0071357","M7",118,117,9,5.93867037503651e-30,1.0493036685652e-25,22,0.188034188034188,0.305555555555556,72,"GO:0071357","BP","cellular response to type I interferon","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."
"GO:00713451","M7",118,117,10,2.09071455865879e-29,3.69408355369422e-25,50,0.427350427350427,0.0523012552301255,956,"GO:0071345","BP","cellular response to cytokine stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"GO:00160201","M20",1613,1573,1,5.77598514999661e-21,1.0205588161529e-16,906,0.575969485060394,0.129115006412997,7017,"GO:0016020","CC","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"GO:00442813","M20",1613,1573,2,4.44517459660689e-14,7.85417899474471e-10,296,0.188175460902734,0.155871511321748,1899,"GO:0044281","BP","small molecule metabolic process","The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."
"GO:0071944","M20",1613,1573,3,2.11336558546677e-11,3.73410565296123e-07,549,0.349014621741894,0.131308299449892,4181,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"GO:00442551","M20",1613,1573,4,4.56319098735737e-11,8.06270215556174e-07,164,0.10425937698665,0.171011470281543,959,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"GO:00066292","M20",1613,1573,5,1.30036843017097e-10,2.29762097926908e-06,200,0.127145581691036,0.16,1250,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"GO:0005886","M20",1613,1573,6,1.326851761962e-10,2.34441437821066e-06,533,0.338842975206612,0.130605243812791,4081,"GO:0005886","CC","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"GO:00160211","M20",1613,1573,7,9.24549649166328e-10,1.63358677511198e-05,522,0.331849968213605,0.129528535980149,4030,"GO:0016021","CC","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"GO:0006082","M20",1613,1573,8,1.49667080017634e-09,2.64446763683158e-05,168,0.10680228862047,0.16247582205029,1034,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"GO:0043296","M20",1613,1573,9,2.0896448782243e-09,3.69219353533451e-05,38,0.0241576605212969,0.292307692307692,130,"GO:0043296","CC","apical junction complex","A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability."
"GO:00312242","M20",1613,1573,10,2.11341021643326e-09,3.73418451141593e-05,531,0.337571519389701,0.128509196515005,4132,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"GO:00487311","M13",40,40,1,3.89093632429698e-11,6.87489539140034e-07,30,0.75,0.00797660196756182,3761,"GO:0048731","BP","system development","The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."
"GO:00072751","M13",40,40,2,8.5180665195885e-10,1.50505717334609e-05,30,0.75,0.00710563713879678,4222,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"GO:0048856","M13",40,40,3,8.74958342368735e-09,0.000154596389513132,30,0.75,0.00650054171180932,4615,"GO:0048856","BP","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"GO:0032502","M13",40,40,4,5.24440781982973e-08,0.000926634417685714,30,0.75,0.00606305578011318,4948,"GO:0032502","BP","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
"GO:0048513","M13",40,40,5,1.2432111940967e-07,0.00219662985884946,22,0.55,0.00817843866171004,2690,"GO:0048513","BP","animal organ development","Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
"GO:00073991","M13",40,40,6,2.53215762479023e-06,0.0447406930724187,17,0.425,0.00889586603872318,1911,"GO:0007399","BP","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"GO:00096531","M13",40,40,7,3.59938896371558e-06,0.0635976035998906,18,0.45,0.00819672131147541,2196,"GO:0009653","BP","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"GO:0015837","M13",40,40,8,1.12469060156109e-05,0.198721582389829,4,0.1,0.0754716981132075,53,"GO:0015837","BP","amine transport","The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0030154","M13",40,40,9,1.44238841069766e-05,0.254855608286169,21,0.525,0.00650759219088937,3227,"GO:0030154","BP","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"GO:0048468","M13",40,40,10,1.47844844595545e-05,0.261227055915868,15,0.375,0.00880281690140845,1704,"GO:0048468","BP","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."
"GO:00057393","M22",54,53,1,8.9393024017856e-05,1,16,0.30188679245283,0.00987045033929673,1621,"GO:0005739","CC","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"GO:00057591","M22",54,53,2,0.000138724613996146,1,8,0.150943396226415,0.018140589569161,441,"GO:0005759","CC","mitochondrial matrix","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"GO:0016421","M22",54,53,3,0.000179621564360289,1,2,0.0377358490566038,0.333333333333333,6,"GO:0016421","MF","CoA carboxylase activity","Catalysis of the joining of a carboxyl group to a molecule that is attached to CoA, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
"GO:0055114","M22",54,53,4,0.000209138016065478,1,11,0.207547169811321,0.0124153498871332,886,"GO:0055114","BP","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"GO:0016885","M22",54,53,5,0.000333787033224235,1,2,0.0377358490566038,0.25,8,"GO:0016885","MF","ligase activity, forming carbon-carbon bonds","Catalysis of the joining of two molecules via a carbon-carbon bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
"GO:00090621","M22",54,53,6,0.000497142992661069,1,4,0.0754716981132075,0.0380952380952381,105,"GO:0009062","BP","fatty acid catabolic process","The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
"GO:0045598","M22",54,53,7,0.000515305308348086,1,4,0.0754716981132075,0.0377358490566038,106,"GO:0045598","BP","regulation of fat cell differentiation","Any process that modulates the frequency, rate or extent of adipocyte differentiation."
"GO:00442421","M22",54,53,8,0.000551470316643115,1,5,0.0943396226415094,0.0260416666666667,192,"GO:0044242","BP","cellular lipid catabolic process","The chemical reactions and pathways resulting in the breakdown of lipids, as carried out by individual cells."
"GO:0006768","M22",54,53,9,0.000651241634602036,1,2,0.0377358490566038,0.181818181818182,11,"GO:0006768","BP","biotin metabolic process","The chemical reactions and pathways involving biotin, cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
"GO:0005777","M22",54,53,10,0.000821842881197147,1,4,0.0754716981132075,0.0333333333333333,120,"GO:0005777","CC","peroxisome","A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism."
"GO:00310121","M10",477,469,1,1.12667442916472e-24,1.99072104889114e-20,58,0.123667377398721,0.155080213903743,374,"GO:0031012","CC","extracellular matrix","A structure lying external to one or more cells, which provides structural support for cells or tissues."
"GO:00055762","M10",477,469,2,1.33906941628808e-19,2.3660017516394e-15,127,0.270788912579957,0.0700883002207505,1812,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"GO:00056151","M10",477,469,3,3.45567336512101e-19,6.10582926883231e-15,81,0.1727078891258,0.0924657534246575,876,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"GO:00055781","M10",477,469,4,8.65726326310721e-19,1.52965184595841e-14,45,0.0959488272921109,0.150501672240803,299,"GO:0005578","CC","proteinaceous extracellular matrix","A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus."
"GO:00096532","M10",477,469,5,1.80123369775684e-18,3.18259982056656e-14,141,0.300639658848614,0.064207650273224,2196,"GO:0009653","BP","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"GO:00325021","M10",477,469,6,4.65823416153639e-17,8.23063394001865e-13,240,0.511727078891258,0.0485044462409054,4948,"GO:0032502","BP","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
"GO:00488561","M10",477,469,7,3.62460392492864e-16,6.40431267495642e-12,226,0.481876332622601,0.0489707475622969,4615,"GO:0048856","BP","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"GO:0007155","M10",477,469,8,1.4473951656379e-15,2.5574025181656e-11,88,0.187633262260128,0.0763226366001735,1153,"GO:0007155","BP","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."
"GO:00352391","M10",477,469,9,6.22588315108008e-15,1.10005129396434e-10,65,0.138592750533049,0.0901525658807212,721,"GO:0035239","BP","tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."
"GO:00301982","M10",477,469,10,8.91690648078389e-15,1.57552820608971e-10,40,0.0852878464818763,0.131578947368421,304,"GO:0030198","BP","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."
"GO:0008046","M36",31,29,1,7.43170170047145e-05,1,2,0.0689655172413793,0.285714285714286,7,"GO:0008046","MF","axon guidance receptor activity","Combining with an extracellular messenger and transmitting the signal from one side of the membrane to the other to results in a change in cellular activity involved in axon guidance."
"GO:0005005","M36",31,29,2,0.000319365079656452,1,2,0.0689655172413793,0.142857142857143,14,"GO:0005005","MF","transmembrane-ephrin receptor activity","Combining with a transmembrane ephrin to initiate a change in cell activity."
"GO:0005003","M36",31,29,3,0.000420138637431677,1,2,0.0689655172413793,0.125,16,"GO:0005003","MF","ephrin receptor activity","Combining with an ephrin to initiate a change in cell activity."
"GO:0031290","M36",31,29,4,0.000534402347348164,1,2,0.0689655172413793,0.111111111111111,18,"GO:0031290","BP","retinal ganglion cell axon guidance","The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."
"GO:0048668","M36",31,29,5,0.000803009403519045,1,2,0.0689655172413793,0.0909090909090909,22,"GO:0048668","BP","collateral sprouting","The process in which outgrowths develop from the shafts of existing axons."
"GO:0007409","M36",31,29,6,0.000806162526332943,1,5,0.172413793103448,0.0127877237851662,391,"GO:0007409","BP","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."
"GO:0000904","M36",31,29,7,0.000972205230183496,1,6,0.206896551724138,0.00970873786407767,618,"GO:0000904","BP","cell morphogenesis involved in differentiation","The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."
